contenedor_key,contenedor_id,pedido,parcial,naviera,puerto,deposito_vacio
1,AMCU9321405,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
2,AMCU9327044,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
3,APRU6140475,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
4,ASDFH,ASD123,,HALO,TPG,RFS
5,ASDFK,ASD123,,HALO,TPG,RFS
6,ASJGG,ASID234,,MSC,NAPORTEC,RFS
7,ASJHH,ASID235,,MAERSK,POSORJA,RFS
8,BEAU4546384,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
9,BEAU4549070,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
10,BEAU5823631,5700010798 P3 CARTULINA GE,,MSC,TPG,MEDLOG
11,BEAU5937341,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
12,BEAU6304667,8000233 P2 FSC GG,,MAERKS,TPG,OPACIFIC
13,BMOU4521668,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
14,BMOU4603719,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
15,BMOU4974448,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
16,BMOU5503951,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
17,BMOU5934326,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
18,BMOU5969180,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
19,BMOU6563430,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
20,BMOU6570044,8000149 P10 - 5700011051 P3 FSC GE,,MSC,NAPORTEC,MEDLOG
21,BMOU6684896,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
22,BMOU6690585,8000159 P9 -8000175 P3 FSC GE,,MSC,CGSA,MEDLOG
23,BMOU6787981,8000198 P4 FSC GE,,MSC,TPG,MEDLOG
24,BMOU6903401,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
25,BMOU6940555,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
26,BMOU6954733,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
27,BMOU9248200,URGENTE 5700011274 P1 GE,RE-09223,UNIRREFER,CGSA,PACIFIC OCNTAINER
28,BMOU9329621,URGENTE 5700011274 P1 GE,RE-09223,UNIRREFER,CGSA,PACIFIC OCNTAINER
29,BMOU9350193,URGENTE 5700011274 P1 GE,RE-09223,UNIRREFER,CGSA,PACIFIC OCNTAINER
30,BMOU9351590,URGENTE 5700011274 P1 GE,RE-09223,UNIRREFER,CGSA,PACIFIC OCNTAINER
31,BMOU9624524,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
32,BMOU9628406,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
33,BMOU9897679,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
34,BSIU8298964,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
35,BSIU9594765,5700011064 P6 GE ARCLAD,,HALO,TPG,BLASTI
36,CAAU4558670,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
37,CAAU4583733,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
38,CAAU4720477,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
39,CAAU4722989,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
40,CAAU4726135,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
41,CAAU4895135,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
42,CAAU5002849,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
43,CAAU5081107,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
44,CAAU5114638,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
45,CAAU5369840,8000188 P1 FSC GE,,HALO,TPG,TERCON
46,CAAU5519702,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
47,CAAU5528160,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
48,CAAU5658204,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
49,CAAU5814267,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
50,CAAU6508889,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
51,CAAU6822631,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
52,CAAU6849226,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
53,CAAU7081791,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
54,CAAU7091700,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
55,CAAU7121805,8000213 P3 FSC GE,,MSC,TPG,MEDLOG
56,CAAU7121940,8000192  P3 FSC GG,,MSC,CGSA,MEDLOG
57,CAAU7177532,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
58,CAAU7323088,8000149 P8 FSC GE,,MSC,CGSA,MEDLOG
59,CAAU7331273,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
60,CAAU7340362,8000149 P12 - 8000198 P2 FSC GE,,MSC,TPG,MEDLOG
61,CAAU7357067,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
62,CAAU7503310,8000149 P12 - 8000198 P2 FSC GE,,MSC,TPG,MEDLOG
63,CAAU7523717,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
64,CAAU7529206,8000218 P1 FSC GE,RE-54910,MSC,RE-54910,MEDLOG
65,CAAU7534352,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
66,CAAU7590865,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
67,CAAU7827345,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
68,CAAU7849621,8000190 P2 FSC GE,,MAERKS,TPG,OPACIFIC
69,CAAU7887658,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
70,CAAU8098422,8000149 P8 FSC GE,,MSC,CGSA,MEDLOG
71,CAAU8149068,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
72,CAAU8177239,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
73,CAAU8182852,5700011067 P1  FSC GE,,MSC,TPG,MEDLOG
74,CAAU8210851,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
75,CAAU8616394,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
76,CAAU8629792,8000234 P1 FSC GE,,MSC,TPG,MEDLOG
77,CAAU8932577,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
78,CAAU8970767,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
79,CAAU9029771,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
80,CAAU9168988,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
81,CAAU9198869,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
82,CAAU9267050,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
83,CAAU9342359,8000167 FSC GE,,HALO,TPG,BLASTI
84,CAAU9359454,8000190 P2 FSC GE,,MAERKS,TPG,OPACIFIC
85,CAAU9493102,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
86,CAAU9859906,8000211 P2 FSC GE,,MAERKS,TPG,OPACIFIC
87,CAIU4299756,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
88,CAIU4584938,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
89,CAIU4612789,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
90,CAIU4635486,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
91,CAIU4687052,8000218 P1 FSC GE,RE-54910,MSC,RE-54910,MEDLOG
92,CAIU4773232,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
93,CAIU4863399,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
94,CAIU4872338,8000182 P2 FSC GE,,MSC,TPG,MEDLOG
95,CAIU4874222,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
96,CAIU5533663,SPLIT 8000189 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
97,CAIU7025595,8000175 P7 FSC GE,,MSC,CGSA,MEDLOG
98,CAIU7038062,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
99,CAIU7354970,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
100,CAIU7355473,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
101,CAIU7356150,8000212 P3 - 8000213 P2 FSC GG,,MSC,TPG,MEDLOG
102,CAIU7545257,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
103,CAIU7551753,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
104,CAIU7555614,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
105,CAIU7583072,8000149 P12 - 8000198 P2 FSC GE,,MSC,TPG,MEDLOG
106,CAIU7624567,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
107,CAIU7718687,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
108,CAIU7754766,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
109,CAIU7820889,8000149 P10 - 5700011051 P3 FSC GE,,MSC,NAPORTEC,MEDLOG
110,CAIU7824380,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
111,CAIU8711732,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
112,CAIU8771243,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
113,CAIU8841314,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
114,CAIU9800686,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
115,CAIU9852735,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
116,CAIU9874185,8000159 P9 -8000175 P3 FSC GE,,MSC,CGSA,MEDLOG
117,CAJU5005335,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
118,CAJU5029677,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
119,CARU5249735,8000198 P4 FSC GE,,MSC,TPG,MEDLOG
120,CARU9966689,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
121,CGMU5078107,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
122,CGMU5081266,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
123,CGMU5083037,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
124,CGMU5083124,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
125,CGMU5094767,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
126,CGMU5105563,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
127,CGMU5107910,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
128,CGMU5151213,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
129,CGMU5245225,SPLIT 8000189 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
130,CGMU5270700,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
131,CGMU5303189,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
132,CGMU5330034,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
133,CGMU5356825,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
134,CGMU5358469,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
135,CGMU5391873,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
136,CGMU5415759,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
137,CGMU5556211,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
138,CGMU5622144,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
139,CGMU5662867,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
140,CGMU5667175,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
141,CGMU5765464,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
142,CGMU5786209,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
143,CGMU6534480,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
144,CGMU6568916,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
145,CGMU6584516,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
146,CGMU6592234,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
147,CGMU6593760,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
148,CGMU6921345,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
149,CGMU6928062,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
150,CGMU6951695,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
151,CGMU6988647,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
152,CGMU7027752,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
153,CGMU7032506,SPLIT 8000189 P3 FSC GE -HSK0221850,,HALO,TPG,DEPCONSA
154,CGMU8002851,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
155,CGMU8004345,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
156,CGMU8020270,SPLIT 8000189 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
157,CGMU8031124,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
158,CGMU9313251,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
159,CGMU9369570,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
160,CGMU9406652,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
161,CMAU3563759,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
162,CMAU3710551,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
163,CMAU3748027,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
164,CMAU3849969,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
165,CMAU4584165,8000235 P1 FSC GE,RE-54923,CMA CGM,RE-54923,BLASTI
166,CMAU4719888,8000235 P1 FSC GE,RE-54923,CMA CGM,RE-54923,BLASTI
167,CMAU6466032,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
168,CMAU6534630,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
169,CMAU7678490,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
170,CMAU9344830,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
171,CMAU9446976,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
172,CMAU9636636,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
173,CRSU9103768,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
174,CXDU2042270,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
175,CXDU2126540,8000159 P9 -8000175 P3 FSC GE,,MSC,CGSA,MEDLOG
176,CXDU2149308,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
177,CXDU2159311,8000192  P3 FSC GG,,MSC,CGSA,MEDLOG
178,CXRU1038789,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
179,CXRU1383770,SPLIT 0008000189 P2 FSC GE,,CMA CGM,TPG,DEPCONSA
180,CXRU1606370,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
181,CXRU1628450,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
182,DFSU6595086,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
183,DFSU7418866,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
184,DFSU7790298,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
185,DRYU9385816,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
186,DRYU9712729,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
187,ECMU4811472,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
188,ECMU5140492,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
189,ECMU5148127,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
190,ECMU5149817,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
191,ECMU5168930,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
192,ECMU5172252,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
193,ECMU5173454,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
194,ECMU5187669,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
195,ECMU5307677,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
196,ECMU5356840,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
197,ECMU5370160,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
198,ECMU5380148,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
199,ECMU5405328,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
200,ECMU5411737,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
201,ECMU5435235,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
202,ECMU5437840,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
203,ECMU5441670,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
204,ECMU5454560,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
205,ECMU7017384,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
206,ECMU7056288,8000235 P1 FSC GE,RE-54923,CMA CGM,RE-54923,BLASTI
207,ECMU7119508,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
208,ECMU7124850,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
209,ECMU7208061,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
210,ECMU7361168,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
211,ECMU7552251,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
212,ECMU7692649,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
213,FANU1183469,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
214,FANU1494455,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
215,FANU1494882,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
216,FANU3058189,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
217,FANU3193403,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
218,FANU3234950,8000167 FSC GE,,HALO,TPG,BLASTI
219,FANU3252445,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
220,FANU3261196,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
221,FANU3303239,6002440 P1,,HALO,TPG,BLASTI
222,FANU3305210,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
223,FANU3312441,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
224,FANU3355720,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
225,FANU3377205,8000188 P1 FSC GE,,HALO,TPG,TERCON
226,FANU3425751,5700011308 P1 ARCLAD GE,RE-05556,HALO,RE-05556,TPG
227,FANU3439462,8000167 FSC GE,,HALO,TPG,BLASTI
228,FANU3449305,SPLIT 8000220 P1 FSC GE,RE-54108,HALO,RE-54108,TPG
229,FANU3529057,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
230,FANU3644908,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
231,FANU3676248,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
232,FANU3745903,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
233,FANU3783966,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
234,FANU592045,6002440 P1,,HALO,TPG,BLASTI
235,FBIU5082801,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
236,FBIU5083217,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
237,FBIU5105297,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
238,FBLU0041091,8000149 P14 - 8000175 P15 FSC 8000198 P3 FSC GE,,MSC,TPG,MEDLOG
239,FBLU0116328,8000218 P1 FSC GE,RE-54910,MSC,RE-54910,MEDLOG
240,FCIU7382456,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
241,FCIU7382923,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
242,FCIU7421948,5700011284 P1 P3 GE,RE-06848,MSC,RE-06848,MEDLOG
243,FCIU9027867,8000218 P1 FSC GE,RE-54910,MSC,RE-54910,MEDLOG
244,FCIU9808788,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
245,FDCU0069100,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
246,FDCU0091063,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
247,FDCU0171641,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
248,FDCU0216324,8000213 P3 FSC GE,,MSC,TPG,MEDLOG
249,FDCU0329953,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
250,FFAU1231692,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
251,FFAU1563001,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
252,FFAU1659382,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
253,FFAU1709610,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
254,FFAU1750830,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
255,FFAU1770312,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
256,FFAU1972170,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
257,FFAU2065404,5700011051  P1 GG,,MSC,CGSA,MEDLOG
258,FFAU2143805,5700011051  P1 GG,,MSC,CGSA,MEDLOG
259,FFAU2265378,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
260,FFAU2381043,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
261,FFAU2391870,8000196 P1 FSC GE,,MSC,CGSA,MEDLOG
262,FFAU2538810,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
263,FFAU2992063,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
264,FFAU3505513,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
265,FFAU3807196,8000175 P7 FSC GE,,MSC,CGSA,MEDLOG
266,FFAU3812947,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
267,FFAU3841930,5700011051  P1 GG,,MSC,CGSA,MEDLOG
268,FFAU3894570,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
269,FFAU3923299,8000192  P3 FSC GG,,MSC,CGSA,MEDLOG
270,FFAU3939485,8000192  P3 FSC GG,,MSC,CGSA,MEDLOG
271,FFAU3948825,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
272,FFAU3956944,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
273,FFAU3957513,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
274,FFAU4033833,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
275,FFAU4045686,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
276,FFAU4080408,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
277,FFAU4938565,5700011308 P2 ARCLAD GE,RE-05572,HALO,RE-05572,TPG
278,FFAU5031429,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
279,FFAU5056324,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
280,FFAU5338713,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
281,FFAU5418300,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
282,FFAU5603360,5700011107 P4 GG,,MSC,TPG,MEDLOG
283,FFAU5705763,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
284,FFAU5720412,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
285,FFAU5721893,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
286,FFAU5730257,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
287,FFAU5739655,8000218 P1 FSC GE,RE-54910,MSC,RE-54910,MEDLOG
288,FFAU5820284,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
289,FFAU5840803,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
290,FFAU5889470,8000196 P1 FSC GE,,MSC,CGSA,MEDLOG
291,FFAU5933341,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
292,FFAU6608388,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
293,FFAU7102408,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
294,FJKU6006325,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
295,FSCU7112969,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
296,FSCU7281450,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
297,FSCU8084136,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
298,FSCU8143075,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
